May_18_2015,TATASTEEL,true
May_15_2015,TATASTEEL,true
May_14_2015,TATASTEEL,true
May_13_2015,TATASTEEL,true
May_12_2015,TATASTEEL,true
May_11_2015,TATASTEEL,false
May_8_2015,TATASTEEL,true
May_7_2015,TATASTEEL,false
May_6_2015,TATASTEEL,true
May_5_2015,TATASTEEL,true
May_4_2015,TATASTEEL,true
Apr_30_2015,TATASTEEL,true
Apr_29_2015,TATASTEEL,true
Apr_28_2015,TATASTEEL,true
Apr_27_2015,TATASTEEL,true
Apr_24_2015,TATASTEEL,true
Apr_23_2015,TATASTEEL,true
Apr_22_2015,TATASTEEL,true
Apr_21_2015,TATASTEEL,true
Apr_20_2015,TATASTEEL,true
Apr_17_2015,TATASTEEL,true
Apr_16_2015,TATASTEEL,true
Apr_15_2015,TATASTEEL,true
Apr_13_2015,TATASTEEL,true
Apr_10_2015,TATASTEEL,true
Apr_9_2015,TATASTEEL,true
Apr_8_2015,TATASTEEL,false
Apr_7_2015,TATASTEEL,false
Apr_6_2015,TATASTEEL,true
Apr_1_2015,TATASTEEL,true
Mar_31_2015,TATASTEEL,true
Mar_30_2015,TATASTEEL,false
Mar_27_2015,TATASTEEL,true
